source,step,camera,metric,value
eval_obs_20260828_224504,360,0,edge_density_observed,0.022620376275510203
eval_obs_20260828_224504,360,0,edge_density_matched_reference,0.0
eval_obs_20260828_224504,384,0,edge_density_observed,0.02256058673469388
eval_obs_20260828_224504,384,0,edge_density_matched_reference,0.0
eval_obs_20260828_224504,408,0,edge_density_observed,0.02325813137755102
eval_obs_20260828_224504,408,0,edge_density_matched_reference,0.0
eval_obs_20260828_224504,432,0,edge_density_observed,0.021942761479591837
eval_obs_20260828_224504,432,0,edge_density_matched_reference,0.0
eval_obs_20260828_224504,456,0,edge_density_observed,0.022181919642857144
eval_obs_20260828_224504,456,0,edge_density_matched_reference,0.0
eval_obs_20260828_224504,480,0,edge_density_observed,0.023138552295918366
eval_obs_20260828_224504,480,0,edge_density_matched_reference,0.0
eval_obs_20260828_224504,504,0,edge_density_observed,0.023158482142857144
eval_obs_20260828_224504,504,0,edge_density_matched_reference,0.0
eval_obs_20260828_224504,0,1,luma_mean_observed,0.3086772561073303
eval_obs_20260828_224504,0,1,luma_mean_matched_reference,0.3739311695098877
eval_obs_20260828_224504,24,1,luma_mean_observed,0.2912500202655792
eval_obs_20260828_224504,24,1,luma_mean_matched_reference,0.3670889437198639
eval_obs_20260828_224504,48,1,luma_mean_observed,0.27749499678611755
eval_obs_20260828_224504,48,1,luma_mean_matched_reference,0.3575741946697235
eval_obs_20260828_224504,72,1,luma_mean_observed,0.27447059750556946
eval_obs_20260828_224504,72,1,luma_mean_matched_reference,0.35652846097946167
eval_obs_20260828_224504,96,1,luma_mean_observed,0.27314436435699463
eval_obs_20260828_224504,96,1,luma_mean_matched_reference,0.34518560767173767
eval_obs_20260828_224504,120,1,luma_mean_observed,0.2697407007217407
eval_obs_20260828_224504,120,1,luma_mean_matched_reference,0.3161907494068146
eval_obs_20260828_224504,144,1,luma_mean_observed,0.27018532156944275
eval_obs_20260828_224504,144,1,luma_mean_matched_reference,0.31678876280784607
eval_obs_20260828_224504,168,1,luma_mean_observed,0.2716365456581116
eval_obs_20260828_224504,168,1,luma_mean_matched_reference,0.31678876280784607
eval_obs_20260828_224504,192,1,luma_mean_observed,0.2740987539291382
eval_obs_20260828_224504,192,1,luma_mean_matched_reference,0.31678876280784607
eval_obs_20260828_224504,216,1,luma_mean_observed,0.26986679434776306
eval_obs_20260828_224504,216,1,luma_mean_matched_reference,0.31678876280784607
eval_obs_20260828_224504,240,1,luma_mean_observed,0.2697566747665405
eval_obs_20260828_224504,240,1,luma_mean_matched_reference,0.31678876280784607
eval_obs_20260828_224504,264,1,luma_mean_observed,0.27017319202423096
